,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
CFD-BF-001-N.jpg,136.83543706448435,302.52147104741283,172.32478104518935,458.5024661440402,208.88267544360488,202.51971168177232,388.5638776426489,137.2000950971269,197.47172937246648,127.58051783732158,176.36361334005332,240.1718313142049,258.1388844722996,319.8986493038698,164.51535897715283,211.45501760467508,146.45250057742683,111.34228886635404,124.43272631510389,145.62271992835142,317.37760525881026,167.38043883906164,235.13124589478522,348.05560016086594,301.3543878079259,132.2258607249384,139.2954023973351,199.63337817148553,167.98232448934482,99.83025420276324,597.5041665249713,313.27848583949276,198.01423133769055,946.1593338404687,121.94273143425127,283.1496046740486,557.8794137732486,189.6900667548845,197.67317651250465,311.6300330377963,354.13265461822004,184.56235602391618,204.26010170061977,289.6906291496161,140.37736373847085,306.6594916641028,68.7510483019263,148.93323768964228,119.50955651701447,86.552694321515,63.03076948848914,198.57991607340375,327.7814498222908,322.5034934816958,133.66482291769057,138.91042064707156,722.4419038376714,62.797487728003105,370.7209017863735,135.65010506963375,185.13597345305132,192.87356674825128,139.17079047767484,243.59463478157258,111.31016744164826,73.46719832818157,360.8308857684689,489.68634179865523,144.70941013420875,107.53995589479538,198.12099537394027,59.885817575078384,419.5842992032008,63.07092626544894,147.41841665820732,255.54601514303334,150.86466144624984,215.55459396364358,138.1724522973943,83.46891101474436,105.62060292207693,190.85680012975115,241.28855900705926,109.0088675322952,471.421794376222,1127.520776522403,167.90203131514374,180.09706906588244,158.75141218015733,174.6638043616252,297.2243549402005,271.14387306861806,176.78013014352445,156.8987179852604,295.7489160540305,125.08533137991112,152.64786274007008,140.7202841194622,172.43700148342938,467.46730906976273,339.9300523188193,222.47142355744157,206.2820726621668,468.0954152319856,618.4084424883583,164.12047413048543,370.01756958178794,308.1736588183106,150.11823114455316,151.91888274652504,180.88641710743565,625.6354111588123,140.6633753461825,261.57631646305776,113.98028734767315,123.73272498524558,463.5446277474034,237.26943854594245,138.25253755067075,196.55494427663862,222.25536360789556,161.04388023782712,108.19090228764536,248.2065758031926,73.05749494570536,306.2813854307383,339.41039573391237,396.2681362295181
CFD-BF-002-N.jpg,147.56577388208586,352.90277895812727,209.39379042894484,461.0344900802462,204.96320385303423,266.83927800278275,370.3314182779999,159.16323962884633,234.25655201581137,152.99549807100652,220.67644322575165,248.95283602877538,316.3313573745022,348.17559253924753,211.81598689414713,275.19683505800003,163.1238463653147,135.5708389347229,129.1392823341041,165.85047350341588,341.28593412041664,194.9976576153493,272.0726457373809,357.99978873565107,352.10526243335926,145.95381771709904,150.75127005963873,220.18822970515004,222.82218826324583,104.42791987278936,638.1927767217786,326.7434958395624,192.84212383164132,1008.52892607192,139.2805375910307,294.27983668317773,585.4397263011458,249.0055884300085,224.21397797063906,321.02447813502226,370.40013314775973,230.5389543469159,236.69010305735378,262.2367944122596,152.5753316866918,351.9717395430709,84.07401592098176,202.985715989185,144.2183967381906,118.19726768635422,69.24003347385751,232.59779487759332,339.82556810918055,332.5893985528822,162.12610681567872,150.16846571786672,720.1946969628382,56.778415746187996,411.1396141881313,152.46743371239768,236.58308463418211,231.8365845290982,152.08498054165014,261.4937198304248,108.96210791228567,75.63246946164159,372.37672645180504,496.8067297961335,162.86228083389602,124.14131472292071,212.2791503349471,77.0093512196683,435.99275512180094,70.33298492705336,173.5406762943698,269.9163130888791,182.0367983843447,203.99192222907226,126.25356598088176,110.17414130062834,118.40386003689194,237.846531305158,233.97978896750328,126.99404647183243,490.4746198065351,1148.105554357475,164.4971010052523,213.11125344400085,182.57101173470824,186.44139795788394,296.9318864634641,279.51373975556726,226.10367126365628,170.39148088023828,313.51623406373346,148.69684177667511,185.04659496228763,160.3378700392739,208.36852080596384,489.118874770019,401.8518725458571,268.6380793599706,198.16095928977035,440.27669814844825,659.3572487663098,182.7863259596788,385.9805365026339,337.1272708063907,201.92475696822285,178.96656807245952,237.74359162608448,636.1202911371175,161.55952907619732,302.205945547252,130.7409234687945,118.20019502398956,439.16514662873686,263.73646402375164,148.20487980663358,209.80675823634908,223.86658245142863,206.177091041644,125.95101226470136,261.99288745731,99.0334996027796,344.46787995307193,343.8052455297034,386.15114393959544
CFD-BF-003-N.jpg,111.48257236439991,268.7016157685228,150.25591615606479,434.49376189377995,160.8914388667564,210.92208634438563,294.19912235286773,136.57996299818197,174.37751961234312,124.18906391849171,182.45870874681492,202.21828488047635,237.48711895435213,299.5864416088681,171.19812984234292,199.25584979423758,143.8482282097803,104.26315073581526,116.56586834715146,151.2475406732125,302.4249490353526,173.12452418387545,226.2403174222219,344.45144543761614,263.3251059933623,121.33634598256678,142.32796665647885,206.64151610874057,159.7768928276432,88.25176835535284,571.5086587548864,325.0610090177506,182.53211001070142,933.5999865609468,123.67090952639677,289.3818644450987,545.0651210357948,168.68618930062775,200.45296857969797,261.26360783429476,348.11489377345424,178.92953570909341,218.97213255245313,258.123485088719,135.62771017665082,327.6039034590049,81.82354477639262,168.03408189020024,116.52797194951386,78.5503808137514,73.43125504000606,178.65797172688252,257.0370739095141,324.13036381080747,138.95114947025598,138.2831699824512,754.600186089776,55.403337502823575,375.85187873400616,143.42535166866242,164.49362229375757,165.19143056137753,124.91403118992338,238.76500076192374,126.34103782711627,101.21563677924058,336.69661152689736,494.7765596737819,154.66515518667424,121.77951970014112,205.34979720873645,65.91227854641953,408.15738644857646,82.1953514488224,152.0415205635791,254.7379667387173,73.16105500158227,199.72285523508884,113.93863295231547,87.60888437720904,112.50333868389075,208.97995135362487,218.56846472537336,117.87728015443652,478.8717131519272,1176.3195863229184,129.6711851598467,153.44194621370144,157.5724122965214,181.7391940251905,243.8862671948475,242.21704410003233,157.1084749831305,153.08936845390505,230.16394860137785,132.12393919956318,153.01855571716263,147.99927740008096,176.34642117372618,480.2486224972776,328.0928201870803,215.35117586865564,166.80925170370207,459.8662907894064,608.9695775656372,159.75353936478496,394.4669230612261,303.4461327184809,146.13703533780895,150.94337142388602,158.61626568741204,643.1865725981033,146.84526702311194,239.00020825524567,122.53797299444334,113.44475381229338,386.9400225520818,202.74894669568832,137.64561552721628,177.49152097687582,166.14619759219337,156.0621236106547,114.96553117266086,187.72327237447,90.11741087363785,308.54341822056745,291.7188395929656,322.7067332007656
CFD-BF-004-N.jpg,108.88928121262781,265.63453234590077,154.5886989622282,432.85504131657734,168.56732567331318,192.2186101050097,297.4600502418316,128.8905720081304,171.80566676381062,117.70514844536629,173.13703472501768,206.23642841817772,222.19164637451496,309.71291710373623,150.80978203460347,190.4200579321525,135.11717573279154,108.13396272428182,112.98202796115027,133.46944032268294,304.14880179264105,167.91263605103524,211.6421060952149,341.49573609784096,245.78634427928802,126.4987621875955,132.15633475772884,190.65481893748654,144.09813402099914,90.74375364727968,597.5998790978778,309.064950186037,194.70224605344845,954.3394566385114,111.74917951264247,275.1284900237711,571.7877215579608,158.07872357529266,197.6028139100871,258.58012527003126,363.6132242978379,169.53214231209486,193.25853214663815,260.83403172305003,128.5007443117567,333.53460977971554,65.59874165522847,156.17616215072647,105.61916112017875,76.61202924470037,69.49294892774553,175.70250747637937,260.4667935019397,331.0268587848143,123.25616567286102,122.5545099684731,780.309043736064,49.22877640033863,388.8586031821157,125.8352845274102,148.2658819977422,166.5676471669873,116.66473042843293,247.73926498984196,101.62290883159302,81.13757284266912,346.8559345423567,501.01056080615643,139.4707124499718,102.72490273438851,199.2115026066764,63.841035924310205,423.85928200116876,61.29215145354368,144.83725396130347,265.2734304111907,106.22167302135911,183.7402512123832,102.66666233888353,78.77053367541698,92.8646845820797,183.53039706726463,209.98280434458687,103.46850876422712,483.4903703652968,1227.6232104809308,124.62382708048942,156.01732183698974,149.44207137762282,152.9460346285653,257.45915196455866,230.02145346027933,152.2900954335548,145.6090923871997,243.5333587622308,114.03496869820721,141.1293065206775,132.03116524744095,158.47754685801206,489.66456912020794,289.2629284233007,199.41057772033525,168.14576240393276,463.88507137417184,630.07369484722,152.26635609270662,404.63914114008753,295.5610574922027,133.21411248635766,141.93730957779977,153.68118131282853,656.9116138388802,141.56841611426933,228.31878155500306,111.02092078018444,111.05367259316773,412.01631357049456,207.27856372334824,127.47600704857281,169.0966386948427,160.19964023025668,143.96063857014073,104.7722119531542,190.0768114246656,76.78635775445181,283.25851389170833,287.35842276426814,331.0846946761012
CFD-BF-005-N.jpg,121.20176955622298,271.27957279613355,150.70292382309574,428.1415199502086,177.67568639825498,198.46303029753724,307.5687223840885,130.84946793794978,168.95843176231054,100.55582596241895,175.683958821968,205.0754409874124,231.03598205669195,302.204276824332,154.51199049983478,180.64496509957945,134.2010480763001,101.81104948345039,120.08142226851042,133.15948182636663,309.3614848408164,162.50605014284446,214.41519740144057,344.8101881342579,263.35863909228914,125.94437983865869,125.11478026338605,181.88163405017244,155.43253564196925,96.62308345845311,594.4048056553108,309.58124741951804,179.83721721265465,957.4061405944581,117.68127028085291,271.28307053804093,535.493943882688,165.1321758562984,198.91331455986045,278.0461489769573,345.35894741406617,174.26782250199088,183.00239971730554,267.7390040591815,132.88823956893566,320.2307308946489,74.62753420561666,128.73923041873934,106.04482511271324,84.26262882759566,69.31186805380395,178.8948571224963,284.18821118958294,317.77141385153885,123.37331515067133,120.52715596328585,745.1429988110095,47.43771898078409,355.7771139979334,124.2510938437475,165.7268073946019,160.09173915689166,129.04996975526518,233.4208124684246,114.52627622161764,86.5944013710856,336.3893818830197,497.4677816450748,133.3224310447671,110.69115003337133,198.7803391075446,64.94566163811263,413.61898583352416,62.09962881326067,142.069351230767,256.2200774039921,94.09860424454115,195.437307596449,122.84007186622226,74.72429701335946,97.54754006360866,184.28034116593855,210.04019808894668,101.9586946349781,462.46906386924036,1184.903748321518,124.28567912039937,156.46689680393558,146.99721534154853,176.2864449830745,262.64040141022406,258.6357206083568,152.3090051927851,143.8633728738285,247.40521048989186,131.78614210063705,136.16465033995632,126.50232276311904,156.648113780788,473.17525137491447,331.7056706396445,194.04024811568004,175.67360224171864,472.885007092083,598.3836031692977,158.17515079882375,383.18867051358126,283.6542700659864,140.74183983284485,147.20975972625916,155.57334690709237,627.3822854761966,138.81629820833487,234.99569724561002,108.22276090418241,100.61644841633186,426.8074449880087,191.69019280747528,132.79624078737345,184.1099421175919,162.77493224916648,148.581751134736,99.34049051725044,212.10707813892893,69.82617561417936,274.59910430940704,275.6624147123752,356.20018393324915
CFD-BF-006-N.jpg,96.28849221660508,285.7996534091249,156.45228716655996,446.7681143454143,165.1166047848457,202.4597975981151,274.8806358590266,121.82077226104043,158.66100896560417,124.57508395971465,178.7588836392863,208.10357884203597,253.72592820141617,310.1425888859002,152.23481232230077,206.51807964347987,133.81556419518358,107.8437952235417,114.80660154875035,139.75297531685126,293.2151928738672,171.6956988687969,236.8981792333593,339.9739395583771,276.8080831954959,126.44684407667361,132.25350936923215,203.6003971759762,163.37162498682167,86.47559179850303,598.4892835074237,310.77087181313345,185.21049533719767,971.2720736953981,114.51677164174997,264.2579951534922,558.9532671474984,173.32285163487896,192.77481221246097,262.460468057391,347.8859605798498,176.06567905919283,200.19452824481593,269.40330899734886,126.85692046841189,307.3708055588816,86.03491230179053,176.6250785253657,94.21342277171432,81.85590895825085,72.56434427771946,179.48604174380247,252.6861361630109,328.11033424757875,122.48923330330194,135.2956482606883,773.8401888212074,39.80252001457372,376.4741205781774,133.36051103738802,170.31076802165077,151.79264033384317,128.92520577627786,239.65473486359554,107.79863546606704,100.69868103157235,323.85684441730416,498.92505565202055,139.2363325981946,122.31460430847518,204.63155215096717,62.56189049353671,416.05058450616747,62.639737875485906,147.54697386476647,263.31578449080035,93.8694775847205,177.56124539123562,101.46684303634552,90.36981576872391,106.11669049923289,193.24256624387843,222.61480980986084,104.88513183380876,488.03235438131554,1209.7325166436483,127.12742937745868,151.91573856048504,152.71630974843794,175.99643910029067,243.58393986447126,237.52612617332488,167.4986222290947,156.54093145750159,221.28113417759803,137.22577216841128,135.01843310666405,137.4781278416239,174.15780952345693,492.80381266634,325.64976653703775,204.0971125203888,166.5053136500777,471.52289163511324,644.853411245711,145.4406769358534,404.4624077229932,307.91738669684497,148.6804528995417,140.70387732442848,159.56874310126415,650.9831516648528,137.3918387245919,254.87787152860997,114.0624160672519,105.59032602707038,365.1079873985478,201.07896219832557,142.27098595183722,170.3516740315993,161.23507905401746,149.8024579104421,107.95660134676692,199.29503137998435,69.76826984517048,302.80741559879436,294.46048746873356,313.30751702782453
CFD-BF-007-N.jpg,120.39063927178432,261.41353711995714,160.32454030417685,430.1293583815651,213.1689524801106,201.47254758890793,359.5682275571233,151.85124204098486,188.4601385577924,121.5630753962323,191.1077919333641,225.78347288383816,211.32984107947547,306.4208343392286,175.39446617472842,182.0665951599272,161.86747553294563,105.2191031344748,136.0911211550963,156.49017570276592,302.30744562465316,185.3085750692467,188.0638400399392,342.3403851031706,238.13030299521526,151.26366250808064,143.86064059821393,203.25768799365176,160.51978454517428,90.27089381081109,560.7851677974924,327.22592291435495,182.77246024383575,899.6033733034012,137.77836828116727,273.6031176050251,512.5593581997163,176.53344323395808,192.62752543648287,282.4141300776023,350.65423058843885,188.3735854456068,198.2308342656767,256.46030243891005,141.7800665270176,320.15501533072364,64.41955125870716,122.95789892785251,113.3103744616751,99.3942856468707,68.21824227414113,211.9720510656242,316.7241396425406,333.0610709008666,146.75415165258136,138.11376687321737,722.0961182801319,52.724359818354095,357.61051870799355,147.05422154421518,155.7965939699159,188.40150419501018,127.5934191575768,249.56207171890276,107.25839409502508,80.33358986972242,366.7396338739508,497.34656661634847,156.63384877323952,115.37353021963214,191.51387081534736,67.16965172030221,394.8377379785311,65.07545321343504,162.44266911241587,251.98528889701606,176.2769382431799,227.26566909625888,119.17922970637375,75.14971260013705,118.40249625819602,212.6300057646372,223.20088799217982,128.74283873416218,438.58246327832114,1115.8572947955975,146.13804107495793,191.2090792448583,164.78507559427194,181.21012164817705,284.4128448110524,265.9640853059269,174.43041452484167,158.38200566634222,273.30773464147455,132.13986213763758,162.5835561962722,137.27204213462466,173.65409611058135,454.6705656632667,361.980254375965,204.39079752555404,185.49501772665855,483.65929567220866,559.8270592382368,184.8515590313746,371.35818150122554,265.17326890069,149.20496689443647,168.42784908384428,165.57469613866746,596.4466106135931,121.85787529775835,225.89373277302604,127.90998195361807,124.9022327421366,451.851483547794,209.6189120597377,136.73091854424007,184.14740746897854,187.15823597582627,174.31787239566054,128.4502898964114,239.0282474332014,76.42805258841824,315.19380923627153,282.2930281754127,381.8312274961808
CFD-BF-008-N.jpg,126.72979459521,287.20596441073457,183.45599903567333,444.3320818842978,183.57096698408833,237.42524889324156,321.15559121802903,162.26837385512476,204.60275045448822,141.42891779188446,223.15076082772862,229.3711821300795,269.36712650317054,320.06512543042095,208.3626994846997,222.0227318250726,162.9731234821149,132.89259759819478,133.4438709665888,174.96419283151818,314.59348431351236,189.15264909255927,229.15089550512673,347.5620239316391,291.6648892907008,142.45828351802288,144.06425021198217,249.5890048001798,193.97835659599693,99.23323586769402,587.8645011229174,315.7997563658472,169.360966910247,963.0926148537167,138.48961306190384,289.670062482281,533.9919923098415,206.13306625152234,219.4017623600631,296.5723769459921,355.52784773175205,210.07899276113935,220.48733241437952,275.66487527562646,156.67473315037978,336.752592355203,110.41146526300368,169.60512468878332,124.10848748292393,116.01955002576722,78.49599643522987,215.09531073849553,297.51240381111904,322.51745124746645,156.46607677091617,143.35051758085112,732.6563590844447,46.114932830065335,376.54376590267606,153.67765734170337,192.6866041720864,200.68500946857492,146.24313421760286,251.65363815730933,124.26895858956102,100.96007175802501,346.4816957148818,501.40844103990463,156.23290392862424,135.27725905394752,204.23012728494953,81.72713629253285,405.6862877644979,63.79198604753735,162.16081503591244,276.92457137532455,116.63270081860033,200.15301244988402,121.10847677301844,106.57474290858241,120.78858573402145,248.58234725869735,238.81333265529602,134.8355764429541,467.59582907084035,1144.158689469403,146.38089950172687,184.7206929913646,191.10346405595845,194.14351791651845,259.73364443698784,263.9367304410291,190.45786684724902,162.64355359166595,276.56311556991494,143.38195116665898,176.6080677279138,156.46348384855676,195.08841593724162,471.2366060055222,436.52122974091645,226.71641163192976,198.22645092823979,487.4590676196528,599.1775800327257,188.8395689985886,397.0701127332084,286.20044143566366,183.1883262471315,169.13331330358525,190.028960711002,609.5733423360756,155.76207492563503,257.7432485849654,143.95203944095363,119.32509196550605,425.88282349724705,226.14254933262566,148.76520409811363,196.3253379677231,187.3252147781349,174.43456997349858,134.31532903327914,225.06912560510088,73.86339931626691,380.6675322461037,307.9846704870424,375.47855357673706
CFD-BF-009-N.jpg,107.76841064705751,260.9059606284825,150.53181622964235,436.49045436107076,149.35514639051897,190.3050986084379,310.9435943500804,116.47209714369478,173.62399198549173,108.6701026463463,164.4691109403645,203.7632680791525,234.156101626268,316.80791375117036,140.976878322889,203.1512013305815,127.50149414398973,99.35211070056776,103.20694254880429,127.60274670471209,306.35521268844604,158.41354522257757,204.7553583888565,351.5561589039102,254.87485021025856,111.96351950454326,121.5286191245731,191.72363601229628,136.95798265192732,90.4705409096668,617.076555638593,302.9261156320857,190.1950176101634,991.6481567400755,106.40258455491264,255.58955651955034,573.8443777641015,162.24317632584206,194.1420551234362,255.87612096893088,343.5931918649573,158.8086716401134,189.89313808220382,246.6982421112741,127.1886048055425,329.9787164166836,72.92264889522066,163.89439393691148,101.65381154221274,78.66434863013957,57.63879009655544,174.92200909456125,257.4023240419219,327.96748007187733,116.82045736849754,120.26928138640253,787.1783066562244,44.476349994407165,389.97015622763763,125.0773179399762,166.92504305685205,164.70206027033225,113.3126689317275,237.38277842858997,104.15047687999144,71.72655654732822,312.828295300211,487.5757484993308,134.63506950715518,108.17740899150625,202.28800251994434,65.50228794076841,433.1953926468078,67.15673896107747,134.18941782049987,268.0976022588545,86.68119691441558,168.93063709001314,97.8126462109444,80.73957022681728,92.73530872738255,178.6618221586152,216.09949853700795,98.72679173016009,491.50479643571435,1251.6886739104284,123.06051748730623,154.91453957037848,144.30394640260812,157.74945966123926,239.27218452358275,227.89967669670148,154.16111705991992,140.6203607348535,233.854171190791,118.26630294125299,130.2967140896208,136.2396570557339,155.64446300816513,488.9281558902098,283.6853040670216,200.33653585046378,169.25169415148545,467.2735413678599,649.1292766294613,143.96565558343212,415.8478258681883,293.56418253437676,123.24053310634264,135.19385377397495,165.22451942148192,662.9780773692289,134.3277639486656,230.08780267838463,106.35074815963756,100.35294341623346,406.1818593851462,196.32914629928786,134.559681018957,178.23518270695087,161.08198702350563,142.33160617595956,100.97010650355558,193.84979416019453,80.02778808300725,283.794248435518,270.0928278716699,369.5382889366937
CFD-BF-010-N.jpg,141.66222675539058,327.1160280373023,187.96542678300614,457.93982278194505,176.7202534663624,246.4143979669506,377.0559576787435,135.90658600856455,184.30418721737567,132.41886824407445,185.31504927312346,231.75905730803402,312.90253920375125,340.865619169206,184.22260512251938,266.5923929600501,134.64121496327678,125.39562581692185,104.35406384928798,146.63283039998663,332.15288848110606,178.85674421288243,272.05736860046545,362.51668018684245,351.7791097680943,111.2318298109541,139.56426046097803,197.36884862671093,200.21874941261106,105.12823791235533,640.2289609492814,322.26774168177985,198.83740316619335,1026.0866500768734,112.14933254087002,271.76836835418123,593.2516870817208,220.49777108583865,204.38132107227432,304.14422788999366,358.06264366228515,201.33503815965082,238.72235796406713,251.6322293443111,146.0301208401536,321.8499050874795,97.59181023253679,187.57915676035444,133.21297800047702,103.31494514748206,56.449810149832345,191.91634946725122,308.5934235962222,329.8579897016895,135.5572914870893,141.08158924537045,729.5491317574086,58.860710106181855,408.3784075904761,139.93994050788484,232.13103417837897,191.22619551929589,150.27451806621892,234.91322524435057,99.59942782541489,60.03964987568253,335.8781101603289,501.5024007974687,150.746408637461,115.7187688121268,207.5442471248573,67.59045945023358,433.64379135584124,70.46383787478719,148.96081918664038,269.4665752139931,143.85943455150237,203.5554969531142,124.0947571469718,96.08216656941435,98.93462306160328,216.45772404733057,229.67052492271273,101.48916562932676,508.4593065577198,1177.4473635228826,153.92119633348906,178.43791313315455,151.84570807978815,176.7405939463963,282.42807957446394,268.0811530105694,201.56036339673614,152.04150791259065,276.4445563988874,144.50633666405872,157.00103360769927,159.05653471426982,193.03077197126208,494.4985759682687,387.1927240796302,250.75306956690488,189.27901276588744,430.40246475427125,687.0020829872514,149.23092053914252,380.22913548053833,345.6889405344822,171.09447774323348,155.0459341457463,210.2645385904732,660.8746418071037,140.7526249966907,301.59752172490164,110.7551532576849,111.32092755911302,410.1817912168953,227.39425514206025,133.65480491609256,198.57468325074535,225.41853040411155,173.23559627120088,103.24109570578463,245.1730570091809,96.15038990564834,306.8264208469464,329.8806715036685,347.30786477607126
